Date Occur,Year Occurred,Time Occur,Type,Highway,Milepost,Latitude,Longitude,Age,Dispositio,Contributi,Drug Impai,Coll. Type,Fatalities,Injuries,No. of Veh,Driver Age,Contribu_1,Capitol,is_highway
5/12/2019,2019,2.08E-03,No Contact,I40,66,35.17694635,-113.7894718,,No Contact,,,,,,,,,,Y
5/12/2019,2019,0.129166667,No Contact,SR86,166,32.17783167,-111.0143467,,No Contact,,,,,,,,,,Y
5/12/2019,2019,2.29E-02,Contact,SR101,18.2,33.6678829,-112.2072255,29,Arrest,Impaired - Alcohol,,,,,,29,,,Y
5/12/2019,2019,0.286805556,No Contact,I10,126,33.4614863,-112.4044605,,No Contact,,,,,,,,,,Y
5/13/2019,2019,4.44E-02,Contact,I17,208.9,33.5824892,-112.117105,21,Citation,Intentional,,,,,,21,,,Y
5/13/2019,2019,4.58E-02,Contact,SR101,8,33.55112667,-112.26515,40,Citation,Not Familiar with area,,,,,,40,,,Y
5/13/2019,2019,0.409027778,No Contact,SR202,15.5,33.4827888,-111.7537981,,No Contact,,,,,,,,,,Y
5/14/2019,2019,0.191666667,No Contact,I8,88,32.8457514,-113.280513,,No Contact,,,,,,,,,,Y
5/14/2019,2019,0.186805556,No Contact,SR66,58,35.2321895,-113.9965097,,No Contact,,,,,,,,,,Y
5/14/2019,2019,0.442361111,No Contact,SR87,200,33.6356712,-111.5470463,,No Contact,,,,,,,,,,Y
5/14/2019,2019,0.859027778,No Contact,I40,245,35.06899834,-110.8341637,,No Contact,,,,,,,,,,Y
5/15/2019,2019,0.552777778,No Contact,US60,144.3,33.6264924,-112.3344164,,No Contact,,,,,,,,,,Y
5/15/2019,2019,0.920833333,No Contact,US93,97,35.0846528,-113.6661193,,No Contact,,,,,,,,,,Y
5/16/2019,2019,2.99E-02,Contact,I17,236,33.9948985,-112.1370554,61,FI Only,"Medical Issue, Not familiar with area",,,,,,61,,,Y
5/16/2019,2019,0.583333333,Contact,Adams St.,18th Ave.,33.44921833,-112.0987717,64,Citation,Not Familiar With Area,,,,,,64,,Y,
5/16/2019,2019,0.638194444,No Contact,US93,68,35.2128636,-114.1130149,,No Contact,,,,,,,,,,Y
5/16/2019,2019,0.934027778,No Contact,I40,67,35.1800331,-113.7979798,,No Contact,,,,,,,,,,Y
5/16/2019,2019,0.500694444,No Contact,US60,194.4,33.3865205,-111.6222184,,No Contact,,,,,,,,,,Y
5/17/2019,2019,0.611111111,Contact,Roosevelt,3rd St,33.45994167,-112.0687283,22,Warning,Not familiar with area,,,,,,22,,,
5/17/2019,2019,0.197916667,No Contact,SR101,53.6,33.4011767,-111.8913367,,No Contact,,,,,,,,,,Y
5/18/2019,2019,0.727777778,Contact,I40,161,35.24515167,-112.2139383,37,Warning,,,,,,,37,,,Y
5/18/2019,2019,0.876388889,No Contact,I40,198,35.1889025,-111.625891,,No Contact,,,,,,,,,,Y
5/18/2019,2019,5.76E-02,No Contact,SR101,7,33.5375407,-112.2695977,,No Contact,,,,,,,,,,Y
5/19/2019,2019,0.911111111,No Contact,I10,151.5,33.42347333,-112.04832,,No Contact,,,,,,,,,,
5/19/2019,2019,0.341666667,Contact,SR87,201,33.6454057,-111.5342006,,Other Agency,,,,,,,,,,Y
5/19/2019,2019,0.908333333,No Contact,SR87,180,33.4866047,-111.8181069,,No Contact,,,,,,,,,,Y
5/19/2019,2019,0.883333333,No Contact,I40,359,35.36264667,-109.04748,,No Contact,,,,,,,,,,Y
5/19/2019,2019,0.278472222,No Contact,I8,7,32.6761502,-114.5323226,,No Contact,,,,,,,,,,Y
5/20/2019,2019,0.834027778,Collision,SR202,56,33.29160157,-111.9922232,31,Arrest,Impaired - Alcohol,,Non-Injury,0,0,2,31,,,Y
5/21/2019,2019,0.733333333,Contact,SR89,318.7,34.6297186,-112.4282841,24,Warning,Not Familiar With Area,,,,,,24,,,Y
5/21/2019,2019,0.593055556,Collision,SR202,29,33.45900333,-111.8393067,48,Arrest,Impaired - Drugs,Marijuana,Injury,0,4,3,48,,,Y
5/21/2019,2019,0.116666667,No Contact,SR202,22,33.4757472,-111.7047759,,No Contact,,,,,,,,,,Y
5/22/2019,2019,0.674305556,No Contact,US60,146,33.6078655,-112.3082781,,No Contact,,,,,,,,,,Y
5/23/2019,2019,0.8625,No Contact,I19,36,31.8046928,-111.0132674,,No Contact,,,,,,,,,,Y
5/23/2019,2019,0.850694444,No Contact,SR101,7,33.53609522,-112.2691388,,No Contact,,,,,,,,,,Y
5/23/2019,2019,0.963888889,No Contact,SR303,132,33.85279833,-112.1387267,,No Contact,,,,,,,,,,Y
5/24/2019,2019,0.888888889,Contact,I19,62,32.17928992,-110.9867169,20,Contact,Not Familiar with area,,,,,,20,,,Y
5/24/2019,2019,0.380555556,Collision,I40,34,34.9901205,-114.1382136,82,Deceased,Elderly,,Fatal,5,0,2,82,,,Y
5/24/2019,2019,0.163194444,No Contact,US93,34,35.6319937,-114.4275974,,No Contact,,,,,,,,,,Y
5/26/2019,2019,0.522916667,Contact,19th Ave,Jefferson St.,33.44699238,-112.0998813,23,Long Form,Impaired - Alcohol,,,,,,23,,Y,
5/26/2019,2019,0.800694444,Contact,I40,198,35.19230698,-111.6228125,46,Citation,Not Familiar With Area,,,,,,46,,,Y
5/26/2019,2019,0.408333333,No Contact,I17,198,33.4287188,-112.100684,,No Contact,,,,,,,,,,Y
5/26/2019,2019,0.633333333,No Contact,I10,125,33.4615951,-112.4217695,,No Contact,,,,,,,,,,Y
5/26/2019,2019,0.448611111,No Contact,I10,259,32.2117679,-110.979778,,No Contact,,,,,,,,,,Y
5/26/2019,2019,0.893055556,No Contact,SR86,165,32.13335833,-111.02739,,No Contact,,,,,,,,,,
5/27/2019,2019,0.125,Contact,US60,202,33.3579012,-111.4676057,83,Other Agency,Elderly,,,,,,83,,,Y
5/27/2019,2019,0.100694444,No Contact,SR101,5,33.5083714,-112.2690648,,No Contact,,,,,,,,,,Y
5/28/2019,2019,0.152083333,Contact,I17,202.9,33.49277,-112.114805,33,Citation,Not familiar with area,,,,,,33,,,
5/28/2019,2019,0.904861111,No Contact,I10,124,33.46227274,-112.4200677,,No Contact,,,,,,,,,,Y
5/28/2019,2019,100,No Contact,I17,263,34.3337687,-112.1196947,,No Contact,,,,,,,,,,Y
5/28/2019,2019,0.713888889,Contact,I10,339th Ave,33.4641563,-112.7890527,32,Arrest,Impaired - Alcohol,,,,,,32,,,Y
5/29/2019,2019,0.892361111,Contact,10th Ave,Washington,33.44812833,-112.0852233,28,Warning,Not Familiar with area,,,,,,28,,Y,
5/30/2019,2019,0.640972222,Contact,11th Ave,Jefferson,33.44719167,-112.08652,34,Citation,Not Familiar with area,,,,,,34,,Y,
5/30/2019,2019,0.915277778,Contact,SR101,48.5,33.4732376,-111.8885979,70,Arrest,Impaired - Alcohol,,,,,,70,,,Y
5/30/2019,2019,0.986111111,Contact,SR87,182,33.50057667,-111.78702,74,Warning,Elderly,,,,,,74,,,Y
5/31/2019,2019,0.585416667,Contact,SR85,153,33.37752333,-112.6254783,55,Citation,Not Familiar with area,,,,,,55,,,Y
5/31/2019,2019,0.748611111,No Contact,SR303,116.2,33.6360436,-112.4182516,,No Contact,,,,,,,,,,Y
5/31/2019,2019,0.486111111,No Contact,SR87,196,33.5941317,-111.5940518,,Self Correct,,,,,,,,,,Y
5/31/2019,2019,0.216666667,No Contact,I40,202,35.2089102,-111.5994032,,No Contact,,,,,,,,,,Y
5/31/2019,2019,13:40:00 AM,No Contact,SR87,199,33.6259481,-111.5608833,,Self Correct,,,,,,,,,,Y
6/1/2019,2019,0.835416667,Contact,I10,340,32.2599479,-109.8491432,51,Citation,"Fatigue, Not Familiar with area",,,,,,51,,,Y
6/1/2019,2019,0.609722222,Contact,15 AVE,Jefferson,33.44704071,-112.0914225,56,Warning,Not Familiar with area,,,,,,56,,Y,
6/1/2019,2019,0.968055556,No Contact,US60,134.1,33.7253047,-112.4615042,,No Contact,,,,,,,,,,Y
6/1/2019,2019,0.446527778,No Contact,I10,250,32.3240504,-111.0521139,,No Contact,,,,,,,,,,Y
6/1/2019,2019,0.988888889,No Contact,I10,275,32.0658986,-110.7803428,,No Contact,,,,,,,,,,Y
6/1/2019,2019,0.53125,Collision,I40,219,35.157669,-111.2909,26,Deceased,Unknown,,Fatal,1,1,2,26,,,Y
6/1/2019,2019,0.894444444,No Contact,SR68,17,35.2261505,-114.3032427,,No Contact,,,,,,,,,,Y
6/2/2019,2019,8.68E-02,Contact,SR101,26,33.67007,-112.03054,52,Arrest,Impaired - Alcohol,,,,,,52,,,Y
6/2/2019,2019,7.15E-02,Collision,I17,339,35.1614635,-111.6752055,42,Other Agency,"Impaired - Alcohol, Intentional, hit and run",,Non-Injury,0,0,2,42,,,Y
6/2/2019,2019,0.120138889,Contact,SR85,150.4,33.47397,-112.1070067,49,Arrest,Impaired - Alcohol,,,,,,49,,,
6/2/2019,2019,0.102083333,Contact,I10,252,32.13534333,-110.9339817,24,Arrest,Impaired - Alcohol,,Injury,0,1,,24,,,
6/2/2019,2019,4.65E-02,Contact,I10,274,32.1658511,-110.9238516,31,Arrest,Impaired - Alcohol,,,,,,31,,,Y
6/2/2019,2019,0.267361111,No Contact,I10,355,32.3624673,-109.6373894,,No Contact,,,,,,,,,,Y
6/2/2019,2019,0.547222222,No Contact,SR89A,363,34.7987641,-111.9129716,,No Contact,,,,,,,,,,Y
6/2/2019,2019,0.709027778,No Contact,SR260,272,34.3106384,-111.044442,,No Contact,,,,,,,,,,Y
6/2/2019,2019,0.173611111,No Contact,US60,179.4,33.3860392,-111.8473221,,No Contact,,,,,,,,,,Y
6/3/2019,2019,4.65E-02,Contact,SR51,9.5,33.6565899,-111.9172114,52,Other Agency,,,,,,,52,,,Y
6/3/2019,2019,0.402777778,No Contact,SR202,5,33.4367059,-111.9560121,,No Contact,,,,,,,,,,Y
6/4/2019,2019,1.94E-02,No Contact,SR86,159,32.1302532,-111.1827196,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.373611111,No Contact,US93,0,36.01043154,-114.7363373,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.440972222,No Contact,SR101,7,33.5375407,-112.2695977,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.754861111,No Contact,SR87,155,33.1597381,-111.7806928,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.908333333,No Contact,US60,140,33.67037256,-112.3915464,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.933333333,No Contact,I10,148,33.45849833,-111.9894183,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.952777778,No Contact,I40,72,35.1593837,-113.695936,,No Contact,,,,,,,,,,Y
6/4/2019,2019,0.955555556,No Contact,I10,143,33.4616811,-112.1113754,,No Contact,,,,,,,,,,Y
6/5/2019,2019,0,No Contact,SR202,3.2,33.4587934,-111.9914038,,No Contact,,,,,,,,,,Y
6/5/2019,2019,0,No Contact,SR101,6,33.63786667,-112.2359017,,No Contact,,,,,,,,,,Y
6/6/2019,2019,0.802083333,No Contact,I10,151,33.4107623,-112.0019977,,No Contact,,,,,,,,,,Y
6/6/2019,2019,0.574305556,No Contact,SR347,164,32.87529667,-112.0485267,,No Contact,,,,,,,,,,Y
6/6/2019,2019,0.668055556,Contact,I10,340,32.358105,-109.6827033,86,Contact,Elderly,,,,,,86,,,Y
6/7/2019,2019,0.804166667,Contact,8th Ave.,Jefferson,33.44868333,-112.083635,44,Citation,Not Familiar with area,,,,,,44,,Y,
6/7/2019,2019,0.888194444,No Contact,SR101,37.8,33.6268705,-111.8906262,,No Contact,,,,,,,,,,Y
6/9/2019,2019,0,No Contact,SR101,16,33.6555815,-112.2324815,,No Contact,,,,,,,,,,Y
6/9/2019,2019,0.984722222,No Contact,SR202,57,33.2915355,-112.0002674,,No Contact,,,,,,,,,,Y
6/9/2019,2019,0.884722222,No Contact,I10,261,32.1870792,-110.9681011,,No Contact,,,,,,,,,,Y
6/9/2019,2019,0.663194444,No Contact,SR66,60,35.2548041,-113.9743993,,No Contact,,,,,,,,,,Y
6/9/2019,2019,0.320833333,No Contact,I10,233,32.494196,-111.26098,,No Contact,,,,,,,,,,Y
6/10/2019,2019,0.883333333,No Contact,SR89A,362,34.7863137,-111.921417,,No Contact,,,,,,,,,,Y
6/10/2019,2019,0.785416667,No Contact,SR68,21,35.222919,-114.2326886,,No Contact,,,,,,,,,,Y
6/10/2019,2019,0.486111111,No Contact,SR89,274,34.2022634,-112.7750038,,No Contact,,,,,,,,,,Y
6/10/2019,2019,0.610416667,No Contact,I10,81,33.5388757,-113.1595902,,No Contact,,,,,,,,,,Y
6/10/2019,2019,0.210416667,Contact,I19,61,32.1795448,-110.9854445,84,Contact,Elderly,,,,,,84,,,Y
6/11/2019,2019,0.7625,Contact,I10,Prince Rd.,32.27704926,-111.0155553,72,Citation,Elderly,,,,,,72,,,Y
6/11/2019,2019,0.968055556,Contact,Jefferson,I17,33.44696114,-112.1077414,22,Arrest,Impaired - Alcohol,,,,,,22,,,Y
6/11/2019,2019,0.548611111,No Contact,I17,293,34.6375681,-111.8218254,,No Contact,,,,,,,,,,Y
6/11/2019,2019,0.827777778,No Contact,SR87,152,33.1272743,-111.7476331,,No Contact,,,,,,,,,,Y
6/11/2019,2019,0.857638889,No Contact,US60,143.4,33.6363244,-112.3472678,,No Contact,,,,,,,,,,Y
6/12/2019,2019,0.9125,Contact,US60,188,33.3864976,-111.7087866,67,Arrest,"Impaired - Alcohol, Medication, Drugs",,,,,,67,,,Y
6/12/2019,2019,0.213888889,Contact,I10,151,33.41147833,-112.0074467,51,Warning,Not Familiar with area,,,,,,51,,,Y
6/12/2019,2019,0.559722222,Contact,9th Ave,Jefferson,33.44671167,-112.0836383,50,Warning,Not Familiar with area,,,,,,50,,Y,
6/12/2019,2019,0.629166667,No Contact,SR303,132,33.7712616,-112.2467309,,No Contact,,,,,,,,,,Y
6/12/2019,2019,0.776388889,No Contact,SR202,50,33.29122219,-111.8884274,,No Contact,,,,,,,,,,Y
6/13/2019,2019,0.966666667,Contact,Jefferson,16th Ave,33.44731,-112.0945117,21,Warning,Not Familiar with area,,,,,,21,,Y,
6/13/2019,2019,0.139583333,Contact,US93,67,35.22004032,-114.1255544,85,Warning,Medical Issue,,,,,,85,,,Y
6/14/2019,2019,0.886111111,Contact,SR89A,321,34.63245983,-112.3550276,69,Arrest,Impaired - Alcohol,,,,,,69,,,Y
6/14/2019,2019,0.847222222,Contact,US60,222,33.2591348,-111.2890893,64,Warning,"Elderly, Not familiar with area",,,,,,64,,,Y
6/14/2019,2019,0.765972222,No Contact,I17,219,33.72383266,-112.1196221,,No Contact,,,,,,,,,,Y
6/15/2019,2019,0.627083333,Contact,Washington St.,8th Ave,33.44845667,-112.0836967,25,Warning,Not Familiar with area,,,,,,25,,Y,
6/15/2019,2019,0.80625,No Contact,I17,218,33.7126481,-112.1175576,,No Contact,,,,,,,,,,Y
6/15/2019,2019,0.213194444,No Contact,SR66,60,35.2548041,-113.9743993,,No Contact,,,,,,,,,,Y
6/15/2019,2019,0.729861111,No Contact,SR89A,362,34.7863137,-111.921417,,No Contact,,,,,,,,,,Y
6/15/2019,2019,0.744444444,No Contact,I40,53,35.2170233,-114.0123176,,No Contact,,,,,,,,,,Y
6/16/2019,2019,6.46E-02,No Contact,I17,216,33.68390072,-112.1122564,,No Contact,,,,,,,,,,Y
6/16/2019,2019,0.490972222,No Contact,SR202,30.6,33.3944502,-111.6453773,,No Contact,,,,,,,,,,Y
6/16/2019,2019,0.133333333,No Contact,SR347,165,32.94878873,-112.0480343,,No Contact,,,,,,,,,,Y
6/17/2019,2019,0.558333333,No Contact,SR101,42,33.5692997,-111.8910502,,No Contact,,,,,,,,,,Y
6/17/2019,2019,0.838888889,No Contact,SR202,8.7,33.4358636,-111.9045548,,No Contact,,,,,,,,,,Y
6/19/2019,2019,0.652777778,No Contact,SR89A,362.5,34.7987641,-111.9129716,,No Contact,,,,,,,,,,Y
6/20/2019,2019,0.928472222,Contact,I10,185,33.0067411,-111.7561702,44,Arrest,Impaired - Drugs,pending,,,,,44,,,Y
6/20/2019,2019,0.647916667,Contact,I10,194,32.88006167,-111.690425,78,Contact,Elderly,,,,,,78,,,Y
6/20/2019,2019,0.264583333,No Contact,I19,5,31.3908512,-110.9591057,,No Contact,,,,,,,,,,Y
6/20/2019,2019,0.553472222,No Contact,SR202,52,33.291461,-111.9154639,,No Contact,,,,,,,,,,Y
6/20/2019,2019,0.874305556,No Contact,I17,198,33.47433,-112.1077067,,No Contact,,,,,,,,,,
6/20/2019,2019,0.933333333,No Contact,US60,142,33.579665,-112.2989917,,No Contact,,,,,,,,,,
6/20/2019,2019,0.991666667,No Contact,SR101,7,33.5375407,-112.2695977,,No Contact,,,,,,,,,,Y
6/21/2019,2019,0.360416667,Contact,I17,222,33.7696287,-112.129584,39,Warning,Not impaired,,,,,,39,,,Y
6/21/2019,2019,0.282638889,No Contact,SR87,200,33.6368228,-111.5485188,,No Contact,,,,,,,,,,Y
6/21/2019,2019,0.413888889,No Contact,US93,42,35.5320355,-114.3543161,,No Contact,,,,,,,,,,Y
6/21/2019,2019,0.920833333,No Contact,SR98,304,36.8675199,-111.3405982,,No Contact,,,,,,,,,,Y
6/21/2019,2019,0.911805556,Contact,Jefferson,15th Ave,33.44704071,-112.0914225,17,Warning,Not Familiar with area,,,,,,17,,Y,
6/22/2019,2019,0.266666667,Contact,I19,8,31.43426495,-110.9653744,62,Citation,Medical Issue,,Injury,0,1,,62,,,Y
6/22/2019,2019,0.25,No Contact,I17,214,33.6549856,-112.1145954,,No Contact,,,,,,,,,,Y
6/22/2019,2019,0.451388889,No Contact,I17,209.9,33.5825408,-112.1168013,,No Contact,,,,,,,,,,Y
6/22/2019,2019,0.945833333,No Contact,SR303,112.2,33.5780316,-112.417988,,No Contact,,,,,,,,,,Y
6/22/2019,2019,0.875694444,No Contact,US93,155,34.4264561,-113.2441817,,No Contact,,,,,,,,,,Y
6/22/2019,2019,1.87E-02,No Contact,I10,198,32.9165,-111.730825,,No Contact,,,,,,,,,,
6/22/2019,2019,0.913888889,No Contact,SR86,166,32.1701081,-111.0758344,,No Contact,Hit and run,,,,,,,,,Y
6/23/2019,2019,8.54E-02,No Contact,SR202,8.7,33.4360641,-111.9045433,,Self Correct,,,,,,,,,,Y
6/23/2019,2019,0.904861111,No Contact,SR95,131,33.66490833,-114.2259433,,No Contact,,,,,,,,,,Y
6/23/2019,2019,0.205555556,No Contact,SR169,6,34.5376156,-112.1451054,,No Contact,,,,,,,,,,Y
6/23/2019,2019,0.979166667,No Contact,I40,323,35.1110031,-109.5906934,,No Contact,,,,,,,,,,Y
6/24/2019,2019,0.157638889,Collision,US93,111,34.87591845,-113.6463731,35,Citation,,,Injury,0,1,2,35,,,Y
6/24/2019,2019,0.986111111,Contact,SR101,8,33.5505411,-112.2674548,65,Citation,Elderly,,,,,,65,,,Y
6/24/2019,2019,0.619444444,No Contact,SR202,50,33.2882296,-111.8822381,,No Contact,,,,,,,,,,Y
6/24/2019,2019,0.834027778,No Contact,SR87,180,33.46132,-112.0161617,,No Contact,,,,,,,,,,Y
6/24/2019,2019,0.953472222,No Contact,I10,200,32.80093667,-111.6575533,,No Contact,,,,,,,,,,Y
6/25/2019,2019,2.85E-02,Collision,SR89A,355.5,34.72127576,-111.9976102,35,Long Form,Impaired - Alcohol,,Injury,0,3,2,35,,,Y
6/26/2019,2019,0.549305556,No Contact,SR303,114,33.64942833,-112.3652667,,No Contact,,,,,,,,,,Y
6/26/2019,2019,0.9375,No Contact,SR89,341,34.9342113,-112.4356695,,No Contact,,,,,,,,,,Y
6/27/2019,2019,0.56875,Contact,US60,203,33.35175333,-111.4578383,73,Warning,Not Familiar with area,,,,,,73,,,Y
6/27/2019,2019,0.750694444,Contact,I10,262,32.1818423,-110.9522932,54,Citation,,,,,,,54,,,Y
6/27/2019,2019,0.897916667,No Contact,SR89A,361,34.7745795,-111.9314666,,No Contact,,,,,,,,,,Y
6/27/2019,2019,5.90E-02,Contact,SR202,11,33.4335775,-111.8875494,27,Arrest,Impaired - Alcohol,,,,,,27,,,Y
6/28/2019,2019,0.534722222,No Contact,US60,175,33.3855407,-111.916415,,No Contact,,,,,,,,,,Y
6/28/2019,2019,0.963888889,No Contact,SR347,181,33.1596578,-112.0081055,,No Contact,,,,,,,,,,Y
6/29/2019,2019,0.902777778,Contact,US60,191.4,33.3867382,-111.6396306,67,Arrest,Impaired - Alcohol,,,,,,67,,,Y
6/29/2019,2019,0.683333333,Contact,SR85,151,33.3777428,-112.6265733,37,Citation,Not Familiar with area,,,,,,37,,,Y
6/29/2019,2019,0.559027778,No Contact,SR24,1,33.3202178,-111.6412578,,No Contact,,,,,,,,,,
6/29/2019,2019,0.836111111,No Contact,SR89A,367,34.8395472,-111.8712946,,No Contact,,,,,,,,,,Y
6/29/2019,2019,0.941666667,No Contact,SR89,319,34.6297186,-112.4282841,,No Contact,,,,,,,,,,Y
6/29/2019,2019,0.946527778,Contact,SR89A,364,34.8119822,-111.9064628,27,Arrest,Impaired - Alcohol,,,,,,27,,,Y
6/29/2019,2019,5.63E-02,No Contact,I10,219,32.6555065,-111.4045002,,No Contact,,,,,,,,,,Y
6/30/2019,2019,0.134027778,Contact,I17,232,33.9132807,-112.1452716,44,Arrest,Impaired - Alcohol,,,,,,44,,,Y
6/30/2019,2019,0.507638889,No Contact,I17,274,34.493145,-112.006145,,No Contact,,,,,,,,,,Y
7/1/2019,2019,0.525,Contact,SR95,236,34.9904242,-114.5979664,62,Citation,Not Familiar with area,,,,,,62,,,Y
7/1/2019,2019,0.709722222,No Contact,SR24,1.3,33.366655,-111.6874333,,No Contact,,,,,,,,,,
7/1/2019,2019,0.802083333,No Contact,SR202,24.9,33.450686,-111.6690749,,No Contact,,,,,,,,,,Y
7/1/2019,2019,0.316666667,No Contact,SR87,243,34.1314917,-111.3326398,,No Contact,,,,,,,,,,Y
7/2/2019,2019,0.908333333,Contact,Washington St.,8th Ave,33.44798833,-112.08371,46,Citation,Not Familiar with area,,,,,,46,,Y,
7/2/2019,2019,0.868055556,No Contact,I40,198,35.19235333,-111.625345,,No Contact,,,,,,,,,,
7/3/2019,2019,0.865277778,No Contact,SR202,24.9,33.44797715,-111.6656379,,No Contact,,,,,,,,,,Y
7/3/2019,2019,0.916666667,No Contact,SR202,56,33.2935581,-111.9833594,,No Contact,,,,,,,,,,Y
7/4/2019,2019,0.565277778,Contact,JEFFERSON,19th Ave,33.44719333,-112.1008917,48,Citation,Not Familiar with area,,,,,,48,,Y,
7/4/2019,2019,0.552777778,Contact,Adams,18th Ave.,33.44978833,-112.0983583,32,Citation,Not Familiar with area,,,,,,32,,Y,
7/4/2019,2019,0.963888889,No Contact,US60,146,33.63116167,-112.341295,,No Contact,,,,,,,,,,Y
7/4/2019,2019,0.925694444,No Contact,I15,0.122,36.8178846,-114.0501328,,No Contact,,,,,,,,,,Y
7/4/2019,2019,0.874305556,No Contact,SR202,50,33.2887051,-111.8821407,,No Contact,,,,,,,,,,Y
7/5/2019,2019,0.396527778,No Contact,SR202,1,33.46222833,-112.0318283,,No Contact,,,,,,,,,,Y
7/5/2019,2019,0.677083333,No Contact,SR287,141,33.03824667,-111.379065,,No Contact,,,,,,,,,,Y
7/6/2019,2019,0.506944444,No Contact,SR87,202,33.6368228,-111.5485188,,No Contact,,,,,,,,,,Y
7/7/2019,2019,0.848611111,Contact,Washington St.,8th Ave,33.44857667,-112.0837233,28,Citation,Not Familiar with area,,,,,,28,,Y,
7/7/2019,2019,0.209027778,No Contact,SR101,48,33.4877106,-111.8877098,,No Contact,,,,,,,,,,Y
7/7/2019,2019,0.220833333,No Contact,SR101,42,33.5692482,-111.8907465,,No Contact,,,,,,,,,,Y
7/7/2019,2019,0.669444444,No Contact,SR85,153,33.4066542,-112.6255019,,No Contact,,,,,,,,,,Y
7/7/2019,2019,0.321527778,No Contact,US93,69,35.20671,-114.0972357,,No Contact,,,,,,,,,,Y
7/7/2019,2019,0.48125,No Contact,I10,219,32.6552487,-111.4047293,,No Contact,,,,,,,,,,Y
7/8/2019,2019,0.873611111,Contact,I8,104,32.9154346,-112.930367,74,Admitted to Hospital,Elderly,,,,,,74,,,Y
7/8/2019,2019,0.701388889,Contact,SR347,185.5,33.229192,-111.9854564,23,Citation,Intentional,,,,,,23,,,Y
7/9/2019,2019,0.564583333,Contact,I40,204,35.2162,-111.548415,64,Warning,Elderly,,,,,,64,,,Y
7/9/2019,2019,0.825694444,No Contact,SR202,5.7,33.442055,-111.8319667,,No Contact,,,,,,,,,,
7/9/2019,2019,0.179861111,No Contact,SR87,178,33.4677487,-111.8429848,,No Contact,,,,,,,,,,Y
7/9/2019,2019,0.531944444,No Contact,I40,66,35.1803368,-113.7980085,,No Contact,,,,,,,,,,Y
7/10/2019,2019,0.357638889,Contact,Pinal Ave,Florence Blvd,32.879875,-111.7587917,84,Citation,Elderly,,,,,,84,,,Y
7/10/2019,2019,0.654861111,Contact,SR101,38.6,33.61892473,-111.8906746,73,Citation,Elderly,,,,,,73,,,Y
7/10/2019,2019,8.19E-02,No Contact,I10,140.7,33.4616181,-112.1463144,,No Contact,,,,,,,,,,Y
7/11/2019,2019,0.9,Contact,I10,386,32.2469962,-109.134021,33,Arrest,Unknown,,,,,,33,,,Y
7/11/2019,2019,0.895138889,Collision,I40,331,35.17847307,-109.4643122,78,Warning,Medical Issue,,Non-Injury,0,0,2,78,,,Y
7/11/2019,2019,0.315972222,Contact,18th Ave,Adams,33.44890333,-112.09714,37,Citation,Not Familiar with area,,,,,,37,,Y,
7/11/2019,2019,0.333333333,Contact,I40,22,34.83124604,-114.1456034,68,Warning,,,,,,,68,,,Y
7/11/2019,2019,0.214583333,No Contact,SR85,147,33.3483844,-112.6242643,,No Contact,,,,,,,,,,Y
7/12/2019,2019,4.86E-02,Contact,SR347,170,32.9927781,-112.0480292,21,Arrest,Impaired - Alcohol,,,,,,21,,,Y
7/12/2019,2019,0.211111111,Contact,US60,131,33.7440977,-112.4855627,54,FI Only,Medical Issue,,,,,,54,,,Y
7/12/2019,2019,4.65E-02,No Contact,I17,242,34.0519021,-112.1456325,,No Contact,,,,,,,,,,Y
7/12/2019,2019,0.228472222,No Contact,I40,83,35.1714387,-113.5092091,,No Contact,,,,,,,,,,Y
7/12/2019,2019,0.449305556,No Contact,SR87,211,33.7727341,-111.493406,,No Contact,,,,,,,,,,Y
7/12/2019,2019,0.642361111,No Contact,US93,133,34.5981142,-113.5179238,,No Contact,,,,,,,,,,Y
7/12/2019,2019,1.00E-01,No Contact,I19,5,31.3908512,-110.9591057,,No Contact,,,,,,,,,,Y
7/12/2019,2019,0.529861111,No Contact,I8,120,32.9233242,-112.6616956,,No Contact,,,,,,,,,,Y
7/13/2019,2019,0.883333333,Contact,I40,333,35.188278,-109.4427728,38,Arrest,Impaired - Alcohol,,,,,,38,,,Y
7/13/2019,2019,0.886111111,Contact,SR66,60,35.2548041,-113.9743993,68,Long Form,Impaired - Alcohol,,,,,,68,,,Y
7/13/2019,2019,0.339583333,No Contact,I17,223,33.7838495,-112.1325806,,No Contact,,,,,,,,,,Y
7/13/2019,2019,0.988194444,No Contact,SR68,20,35.2236065,-114.2502498,,No Contact,,,,,,,,,,Y
7/13/2019,2019,0.244444444,No Contact,I10,198,32.863065,-111.6873,,No Contact,,,,,,,,,,Y
7/13/2019,2019,0.276388889,No Contact,I10,185,33.0069359,-111.7559009,,No Contact,,,,,,,,,,Y
7/13/2019,2019,3.96E-02,No Contact,SR202,55,33.2960848,-111.9668009,,No Contact,,,,,,,,,,Y
7/14/2019,2019,5.42E-02,No Contact,i10,153,33.37037667,-111.645325,,No Contact,,,,,,,,,,Y
